# HoMM1 executable DNA census against VC4 LIBC.LIB/OLDNAMES.LIB.
# Exact rows mask relocation fields on both sides; order rows are bracketed by exact anchors.
rva	size	name	class	source	symbol	detail
0x00035403	0x51c	FUN_00435403	unknown			-
0x0003591f	0x31b	FUN_0043591F	unknown			-
0x00035c3a	0x106	FUN_00435C3A	unknown			-
0x00035d40	0x91	FUN_00435D40	unknown			-
0x00035dd1	0x6e	FUN_00435DD1	unknown			-
0x00035e3f	0x152	FUN_00435E3F	unknown			-
0x00035f91	0x4f	FUN_00435F91	unknown			-
0x00035fe0	0x1b6	FUN_00435FE0	unknown			-
0x00036196	0x1e1	FUN_00436196	unknown			-
0x00036377	0xa3	FUN_00436377	unknown			-
0x0003641a	0x283	FUN_0043641A	unknown			-
0x0003669d	0x152	FUN_0043669D	unknown			-
0x000367ef	0x178	FUN_004367EF	unknown			-
0x00036967	0xd4	FUN_00436967	unknown			-
0x00036a3b	0x1c2	FUN_00436A3B	unknown			-
0x00036bfd	0xd0	FUN_00436BFD	unknown			-
0x00036ccd	0xd0	FUN_00436CCD	unknown			-
0x00036d9d	0x138	FUN_00436D9D	unknown			-
0x00036ed5	0x134	FUN_00436ED5	unknown			-
0x00037009	0x7	FUN_00437009	linker-pad			trailing 90/CC alignment fill
0x00037010	0x1bd	FUN_00437010	unknown			-
0x000371cd	0x4b4	FUN_004371CD	unknown			-
0x00037681	0x2f6	FUN_00437681	unknown			-
0x00037977	0x63	FUN_00437977	unknown			-
0x000379da	0x40	FUN_004379DA	unknown			-
0x00037a1a	0x87	FUN_00437A1A	unknown			-
0x00037aa1	0x273	FUN_00437AA1	unknown			-
0x00037d14	0xf9	FUN_00437D14	unknown			-
0x00037e0d	0x501	FUN_00437E0D	unknown			-
0x0003830e	0x2	FUN_0043830E	linker-pad			trailing 90/CC alignment fill
0x00038310	0x545	FUN_00438310	unknown			-
0x00038855	0xd	FUN_00438855	eh-funclet			FuncInfo/unwind-map child record
0x00038862	0x1b	FUN_00438862	eh-funclet			FuncInfo/unwind-map child record
0x0003887d	0x222	FUN_0043887D	unknown			-
0x00038a9f	0x152	FUN_00438A9F	unknown			-
0x00038bf1	0xf	FUN_00438BF1	linker-pad			trailing 90/CC alignment fill
0x00038c00	0x1f8	FUN_00438C00	unknown			-
0x00038df8	0x1e8	FUN_00438DF8	unknown			-
0x00038fe0	0x12c	FUN_00438FE0	unknown			-
0x0003910c	0x68	FUN_0043910C	unknown			-
0x00039174	0x5f	FUN_00439174	unknown			-
0x000391d3	0xd1	FUN_004391D3	unknown			-
0x000392a4	0x99	FUN_004392A4	unknown			-
0x0003933d	0x386	FUN_0043933D	unknown			-
0x000396c3	0x1b0	FUN_004396C3	unknown			-
0x00039873	0xb3	FUN_00439873	unknown			-
0x00039926	0x1e	FUN_00439926	unknown			-
0x00039944	0xd9	FUN_00439944	unknown			-
0x00039a1d	0x5f	FUN_00439A1D	unknown			-
0x00039a7c	0x74	FUN_00439A7C	unknown			-
0x00039af0	0x10e	FUN_00439AF0	unknown			-
0x00039bfe	0x8f	FUN_00439BFE	unknown			-
0x00039c8d	0x87	FUN_00439C8D	unknown			-
0x00039d14	0x129	FUN_00439D14	unknown			-
0x00039e3d	0x7b2	FUN_00439E3D	unknown			-
0x0003a5ef	0x9b2	FUN_0043A5EF	unknown			-
0x0003afa1	0x581	FUN_0043AFA1	unknown			-
0x0003b522	0x2c3	FUN_0043B522	unknown			-
0x0003b7e5	0x2c3	FUN_0043B7E5	unknown			-
0x0003baa8	0x3eb	FUN_0043BAA8	unknown			-
0x0003be93	0x286	FUN_0043BE93	unknown			-
0x0003c119	0xd	FUN_0043C119	eh-funclet			FuncInfo/unwind-map child record
0x0003c126	0x1a	FUN_0043C126	eh-funclet			FuncInfo/unwind-map child record
0x0003c140	0x7f	FUN_0043C140	unknown			-
0x0003c1bf	0x28c	FUN_0043C1BF	unknown			-
0x0003c44b	0x1009	FUN_0043C44B	unknown			-
0x0003d454	0x6f	FUN_0043D454	unknown			-
0x0003d4c3	0x1e4	FUN_0043D4C3	unknown			-
0x0003d6a7	0xc63	FUN_0043D6A7	unknown			-
0x0003e30a	0x43a	FUN_0043E30A	unknown			-
0x0003e744	0x321	FUN_0043E744	unknown			-
0x0003ea65	0x2c9	FUN_0043EA65	unknown			-
0x0003ed2e	0x262	FUN_0043ED2E	unknown			-
0x0003ef90	0xd	FUN_0043EF90	eh-funclet			FuncInfo/unwind-map child record
0x0003ef9d	0xd	FUN_0043EF9D	eh-funclet			FuncInfo/unwind-map child record
0x0003efaa	0x1b	FUN_0043EFAA	eh-funclet			FuncInfo/unwind-map child record
0x0003efc5	0xbb	FUN_0043EFC5	unknown			-
0x0003f080	0x1e0	FUN_0043F080	unknown			-
0x0003f260	0x4f8	FUN_0043F260	unknown			-
0x0003f758	0x175	FUN_0043F758	unknown			-
0x0003f8cd	0x8a7	FUN_0043F8CD	unknown			-
0x00040174	0x10	FUN_00440174	eh-funclet			FuncInfo/unwind-map child record
0x00040184	0x10	FUN_00440184	eh-funclet			FuncInfo/unwind-map child record
0x00040194	0x1a	FUN_00440194	eh-funclet			FuncInfo/unwind-map child record
0x000401ae	0x1b8	FUN_004401AE	unknown			-
0x00040366	0xbf2	FUN_00440366	unknown			-
0x00040f58	0x28b	FUN_00440F58	unknown			-
0x000411e3	0x3d	FUN_004411E3	unknown			-
0x00041220	0x25	FUN_00441220	unknown			-
0x00041245	0x4e1	FUN_00441245	unknown			-
0x00041726	0x280	FUN_00441726	unknown			-
0x000419a6	0x463	FUN_004419A6	unknown			-
0x00041e09	0x84b	FUN_00441E09	unknown			-
0x00042654	0x2e1	FUN_00442654	unknown			-
0x00042935	0x67f	FUN_00442935	unknown			-
0x00042fb4	0x3b4	FUN_00442FB4	unknown			-
0x00043368	0x659	FUN_00443368	unknown			-
0x000439c1	0x79	FUN_004439C1	unknown			-
0x00043a3a	0x102	FUN_00443A3A	unknown			-
0x00043b3c	0x2e0	FUN_00443B3C	unknown			-
0x00043e1c	0x2cd	FUN_00443E1C	unknown			-
0x000440e9	0x259	FUN_004440E9	unknown			-
0x00044342	0xfc	FUN_00444342	unknown			-
0x0004443e	0x8c	FUN_0044443E	unknown			-
0x000444ca	0x92	FUN_004444CA	unknown			-
0x0004455c	0x52	FUN_0044455C	unknown			-
0x000445ae	0x89	FUN_004445AE	unknown			-
0x00044637	0x24	FUN_00444637	unknown			-
0x0004465b	0xbf	FUN_0044465B	unknown			-
0x0004471a	0x350	FUN_0044471A	unknown			-
0x00044a6a	0xde	FUN_00444A6A	unknown			-
0x00044b48	0x61	FUN_00444B48	unknown			-
0x00044ba9	0x115	FUN_00444BA9	unknown			-
0x00044cbe	0xa8	FUN_00444CBE	unknown			-
0x00044d66	0x155	FUN_00444D66	unknown			-
0x00044ebb	0xb2	FUN_00444EBB	unknown			-
0x00044f6d	0x129	FUN_00444F6D	unknown			-
0x00045096	0x213	FUN_00445096	unknown			-
0x000452a9	0x347	FUN_004452A9	unknown			-
0x000455f0	0x3b5	FUN_004455F0	unknown			-
0x000459a5	0x6e9	FUN_004459A5	unknown			-
0x0004608e	0x579	FUN_0044608E	unknown			-
0x00046607	0x42b	FUN_00446607	unknown			-
0x00046a32	0x58	FUN_00446A32	unknown			-
0x00046a8a	0x337	FUN_00446A8A	unknown			-
0x00046dc1	0x10	FUN_00446DC1	eh-funclet			FuncInfo/unwind-map child record
0x00046dd1	0x10	FUN_00446DD1	eh-funclet			FuncInfo/unwind-map child record
0x00046de1	0x18	FUN_00446DE1	eh-funclet			FuncInfo/unwind-map child record
0x00046df9	0x98	FUN_00446DF9	unknown			-
0x00046e91	0x30f	FUN_00446E91	unknown			-
0x000471a0	0x138	FUN_004471A0	unknown			-
0x000472d8	0x429	FUN_004472D8	unknown			-
0x00047701	0xd	FUN_00447701	eh-funclet			FuncInfo/unwind-map child record
0x0004770e	0x18	FUN_0044770E	eh-funclet			FuncInfo/unwind-map child record
0x00047726	0x14f	FUN_00447726	unknown			-
0x00047875	0xa1	FUN_00447875	unknown			-
0x00047916	0xa	FUN_00447916	linker-pad			trailing 90/CC alignment fill
0x00047920	0x3c	FUN_00447920	unknown			-
0x0004795c	0x18	FUN_0044795C	unknown			-
0x00047974	0x11b	FUN_00447974	unknown			-
0x00047a8f	0x31	FUN_00447A8F	unknown			-
0x00047ac0	0x59	FUN_00447AC0	unknown			-
0x00047b19	0x153	FUN_00447B19	unknown			-
0x00047c6c	0x54	FUN_00447C6C	unknown			-
0x00047cc0	0x59	FUN_00447CC0	unknown			-
0x00047d19	0x132	FUN_00447D19	unknown			-
0x00047e4b	0x7d	FUN_00447E4B	unknown			-
0x00047ec8	0x14d	FUN_00447EC8	unknown			-
0x00048015	0xb	FUN_00448015	linker-pad			trailing 90/CC alignment fill
0x00048020	0x1c	FUN_00448020	unknown			-
0x0004803c	0x83d	FUN_0044803C	unknown			-
0x00048879	0x1f	FUN_00448879	unknown			-
0x00048898	0x12c	FUN_00448898	unknown			-
0x000489c4	0x3fc	FUN_004489C4	unknown			-
0x00048dc0	0xd	FUN_00448DC0	eh-funclet			FuncInfo/unwind-map child record
0x00048dcd	0xd	FUN_00448DCD	eh-funclet			FuncInfo/unwind-map child record
0x00048dda	0x1b	FUN_00448DDA	eh-funclet			FuncInfo/unwind-map child record
0x00048df5	0x8a	FUN_00448DF5	unknown			-
0x00048e7f	0xa8c	FUN_00448E7F	unknown			-
0x0004990b	0x9d	FUN_0044990B	unknown			-
0x000499a8	0x2b2	FUN_004499A8	unknown			-
0x00049c5a	0x55e	FUN_00449C5A	unknown			-
0x0004a1b8	0x7d	FUN_0044A1B8	unknown			-
0x0004a235	0x13f	FUN_0044A235	unknown			-
0x0004a374	0x269	FUN_0044A374	unknown			-
0x0004a5dd	0x3	FUN_0044A5DD	linker-pad			trailing 90/CC alignment fill
0x0004a5e0	0x267	FUN_0044A5E0	unknown			-
0x0004a847	0x468	FUN_0044A847	unknown			-
0x0004acaf	0x27	FUN_0044ACAF	unknown			-
0x0004acd6	0x75e	FUN_0044ACD6	unknown			-
0x0004b434	0xc	FUN_0044B434	linker-pad			trailing 90/CC alignment fill
0x0004b440	0x1b8	FUN_0044B440	unknown			-
0x0004b5f8	0x138	FUN_0044B5F8	unknown			-
0x0004b730	0x3db	FUN_0044B730	unknown			-
0x0004bb0b	0x3d9	FUN_0044BB0B	unknown			-
0x0004bee4	0xd	FUN_0044BEE4	eh-funclet			FuncInfo/unwind-map child record
0x0004bef1	0xd	FUN_0044BEF1	eh-funclet			FuncInfo/unwind-map child record
0x0004befe	0x1b	FUN_0044BEFE	eh-funclet			FuncInfo/unwind-map child record
0x0004bf19	0x1ea	FUN_0044BF19	unknown			-
0x0004c103	0x161	FUN_0044C103	unknown			-
0x0004c264	0x7be	FUN_0044C264	unknown			-
0x0004ca22	0x18e	FUN_0044CA22	unknown			-
0x0004cbb0	0x1e7	FUN_0044CBB0	unknown			-
0x0004cd97	0x1d7	FUN_0044CD97	unknown			-
0x0004cf6e	0x7b	FUN_0044CF6E	unknown			-
0x0004cfe9	0x287	FUN_0044CFE9	unknown			-
0x0004d270	0xdc	FUN_0044D270	unknown			-
0x0004d34c	0x18	FUN_0044D34C	unknown			-
0x0004d364	0xbe	FUN_0044D364	unknown			-
0x0004d422	0x1d9	FUN_0044D422	unknown			-
0x0004d5fb	0x1c6	FUN_0044D5FB	unknown			-
0x0004d7c1	0x209	FUN_0044D7C1	unknown			-
0x0004d9ca	0xd3	FUN_0044D9CA	unknown			-
0x0004da9d	0xd55	FUN_0044DA9D	unknown			-
0x0004e7f2	0x4e	FUN_0044E7F2	unknown			-
0x0004e840	0xb8b	FUN_0044E840	unknown			-
0x0004f3cb	0x114	FUN_0044F3CB	unknown			-
0x0004f4df	0x78	FUN_0044F4DF	unknown			-
0x0004f557	0x30	FUN_0044F557	unknown			-
0x0004f587	0x64	FUN_0044F587	unknown			-
0x0004f5eb	0x53	FUN_0044F5EB	unknown			-
0x0004f63e	0x2	FUN_0044F63E	linker-pad			trailing 90/CC alignment fill
0x0004f640	0x72	FUN_0044F640	unknown			-
0x0004f6b2	0x20	FUN_0044F6B2	unknown			-
0x0004f6d2	0x51c	FUN_0044F6D2	unknown			-
0x0004fbee	0x10	FUN_0044FBEE	eh-funclet			FuncInfo/unwind-map child record
0x0004fbfe	0xd	FUN_0044FBFE	eh-funclet			FuncInfo/unwind-map child record
0x0004fc0b	0xd	FUN_0044FC0B	eh-funclet			FuncInfo/unwind-map child record
0x0004fc18	0xd	FUN_0044FC18	eh-funclet			FuncInfo/unwind-map child record
0x0004fc25	0xd	FUN_0044FC25	eh-funclet			FuncInfo/unwind-map child record
0x0004fc32	0xd	FUN_0044FC32	eh-funclet			FuncInfo/unwind-map child record
0x0004fc3f	0xd	FUN_0044FC3F	eh-funclet			FuncInfo/unwind-map child record
0x0004fc4c	0xd	FUN_0044FC4C	eh-funclet			FuncInfo/unwind-map child record
0x0004fc59	0xd	FUN_0044FC59	eh-funclet			FuncInfo/unwind-map child record
0x0004fc66	0xd	FUN_0044FC66	eh-funclet			FuncInfo/unwind-map child record
0x0004fc73	0xd	FUN_0044FC73	eh-funclet			FuncInfo/unwind-map child record
0x0004fc80	0xd	FUN_0044FC80	eh-funclet			FuncInfo/unwind-map child record
0x0004fc8d	0xd	FUN_0044FC8D	eh-funclet			FuncInfo/unwind-map child record
0x0004fc9a	0xd	FUN_0044FC9A	eh-funclet			FuncInfo/unwind-map child record
0x0004fca7	0xd	FUN_0044FCA7	eh-funclet			FuncInfo/unwind-map child record
0x0004fcb4	0xd	FUN_0044FCB4	eh-funclet			FuncInfo/unwind-map child record
0x0004fcc1	0x18	FUN_0044FCC1	eh-funclet			FuncInfo/unwind-map child record
0x0004fcd9	0x36d	FUN_0044FCD9	unknown			-
0x00050046	0x116	FUN_00450046	unknown			-
0x0005015c	0xe22	FUN_0045015C	unknown			-
0x00050f7e	0x3e	FUN_00450F7E	unknown			-
0x00050fbc	0x288	FUN_00450FBC	unknown			-
0x00051244	0x1b6	FUN_00451244	unknown			-
0x000513fa	0x14	FUN_004513FA	unknown			-
0x0005140e	0x1cb	FUN_0045140E	unknown			-
0x000515d9	0x47	FUN_004515D9	unknown			-
0x00051620	0x9f	FUN_00451620	unknown			-
0x000516bf	0x1a	FUN_004516BF	unknown			-
0x000516d9	0xe6	FUN_004516D9	unknown			-
0x000517bf	0x144	FUN_004517BF	unknown			-
0x00051903	0xce	FUN_00451903	unknown			-
0x000519d1	0x60	FUN_004519D1	unknown			-
0x00051a31	0xf03	FUN_00451A31	unknown			-
0x00052934	0x6b	FUN_00452934	unknown			-
0x0005299f	0x1c5	FUN_0045299F	unknown			-
0x00052b64	0x114	FUN_00452B64	unknown			-
0x00052c78	0x1c	FUN_00452C78	unknown			-
0x00052c94	0x16c	FUN_00452C94	unknown			-
0x00052e00	0x99	FUN_00452E00	unknown			-
0x00052e99	0xf1	FUN_00452E99	unknown			-
0x00052f8a	0x1ea	FUN_00452F8A	unknown			-
0x00053174	0x7d4	FUN_00453174	unknown			-
0x00053948	0x95	FUN_00453948	unknown			-
0x000539dd	0x1cb	FUN_004539DD	unknown			-
0x00053ba8	0x450	FUN_00453BA8	unknown			-
0x00053ff8	0x1f7	FUN_00453FF8	unknown			-
0x000541ef	0x70	FUN_004541EF	unknown			-
0x0005425f	0x8e	FUN_0045425F	unknown			-
0x000542ed	0x3d2	FUN_004542ED	unknown			-
0x000546bf	0x5b	FUN_004546BF	unknown			-
0x0005471a	0x2e	FUN_0045471A	unknown			-
0x00054748	0x39	FUN_00454748	unknown			-
0x00054781	0xda	FUN_00454781	unknown			-
0x0005485b	0x6cc	FUN_0045485B	unknown			-
0x00054f27	0x10	FUN_00454F27	eh-funclet			FuncInfo/unwind-map child record
0x00054f37	0x18	FUN_00454F37	eh-funclet			FuncInfo/unwind-map child record
0x00054f4f	0x3b	FUN_00454F4F	unknown			-
0x00054f8a	0x14f	FUN_00454F8A	unknown			-
0x000550d9	0x4a	FUN_004550D9	unknown			-
0x00055123	0x38c	FUN_00455123	unknown			-
0x000554af	0xd	FUN_004554AF	eh-funclet			FuncInfo/unwind-map child record
0x000554bc	0xd	FUN_004554BC	eh-funclet			FuncInfo/unwind-map child record
0x000554c9	0x18	FUN_004554C9	eh-funclet			FuncInfo/unwind-map child record
0x000554e1	0xb1	FUN_004554E1	unknown			-
0x00055592	0x1c7	FUN_00455592	unknown			-
0x00055759	0x1d9	FUN_00455759	unknown			-
0x00055932	0x51	FUN_00455932	unknown			-
0x00055983	0x8a	FUN_00455983	unknown			-
0x00055a0d	0x7b	FUN_00455A0D	unknown			-
0x00055a88	0x15	FUN_00455A88	unknown			-
0x00055a9d	0x12	FUN_00455A9D	unknown			-
0x00055aaf	0xdc	FUN_00455AAF	unknown			-
0x00055b8b	0x51	FUN_00455B8B	unknown			-
0x00055bdc	0x64	FUN_00455BDC	unknown			-
0x00055c40	0x54	FUN_00455C40	unknown			-
0x00055c94	0x10	FUN_00455C94	unknown			-
0x00055ca4	0x7e	FUN_00455CA4	unknown			-
0x00055d22	0x629	FUN_00455D22	unknown			-
0x0005634b	0x3b7	FUN_0045634B	unknown			-
0x00056702	0x99	FUN_00456702	unknown			-
0x0005679b	0x24	FUN_0045679B	unknown			-
0x000567bf	0x22	FUN_004567BF	unknown			-
0x000567e1	0xf	FUN_004567E1	linker-pad			trailing 90/CC alignment fill
0x000567f0	0x13e	FUN_004567F0	unknown			-
0x0005692e	0xd	FUN_0045692E	eh-funclet			FuncInfo/unwind-map child record
0x0005693b	0x19	FUN_0045693B	eh-funclet			FuncInfo/unwind-map child record
0x00056954	0x16a	FUN_00456954	unknown			-
0x00056abe	0xd	FUN_00456ABE	eh-funclet			FuncInfo/unwind-map child record
0x00056acb	0x19	FUN_00456ACB	eh-funclet			FuncInfo/unwind-map child record
0x00056ae4	0x1fc	FUN_00456AE4	unknown			-
0x00056ce0	0xd	FUN_00456CE0	eh-funclet			FuncInfo/unwind-map child record
0x00056ced	0x19	FUN_00456CED	eh-funclet			FuncInfo/unwind-map child record
0x00056d06	0x137	FUN_00456D06	unknown			-
0x00056e3d	0xd	FUN_00456E3D	eh-funclet			FuncInfo/unwind-map child record
0x00056e4a	0x19	FUN_00456E4A	eh-funclet			FuncInfo/unwind-map child record
0x00056e63	0x10d	FUN_00456E63	unknown			-
0x00056f70	0xd	FUN_00456F70	eh-funclet			FuncInfo/unwind-map child record
0x00056f7d	0x19	FUN_00456F7D	eh-funclet			FuncInfo/unwind-map child record
0x00056f96	0x2e6	FUN_00456F96	unknown			-
0x0005727c	0xd	FUN_0045727C	eh-funclet			FuncInfo/unwind-map child record
0x00057289	0xd	FUN_00457289	eh-funclet			FuncInfo/unwind-map child record
0x00057296	0xd	FUN_00457296	eh-funclet			FuncInfo/unwind-map child record
0x000572a3	0xd	FUN_004572A3	eh-funclet			FuncInfo/unwind-map child record
0x000572b0	0x19	FUN_004572B0	eh-funclet			FuncInfo/unwind-map child record
0x000572c9	0x1f2	FUN_004572C9	unknown			-
0x000574bb	0xd	FUN_004574BB	eh-funclet			FuncInfo/unwind-map child record
0x000574c8	0x19	FUN_004574C8	eh-funclet			FuncInfo/unwind-map child record
0x000574e1	0x486	FUN_004574E1	unknown			-
0x00057967	0x1c1	FUN_00457967	unknown			-
0x00057b28	0xd	FUN_00457B28	eh-funclet			FuncInfo/unwind-map child record
0x00057b35	0x19	FUN_00457B35	eh-funclet			FuncInfo/unwind-map child record
0x00057b4e	0x112	FUN_00457B4E	unknown			-
0x00057c60	0x149	FUN_00457C60	unknown			-
0x00057da9	0x149	FUN_00457DA9	unknown			-
0x00057ef2	0x102	FUN_00457EF2	unknown			-
0x00057ff4	0x139	FUN_00457FF4	unknown			-
0x0005812d	0x112	FUN_0045812D	unknown			-
0x0005823f	0xe1	FUN_0045823F	unknown			-
0x00058320	0x102	FUN_00458320	unknown			-
0x00058422	0xf1	FUN_00458422	unknown			-
0x00058513	0xd	FUN_00458513	linker-pad			trailing 90/CC alignment fill
0x00058520	0x8d	FUN_00458520	unknown			-
0x000585ad	0x74	FUN_004585AD	unknown			-
0x00058621	0x7b	FUN_00458621	unknown			-
0x0005869c	0x27a	FUN_0045869C	unknown			-
0x00058916	0x5b	FUN_00458916	unknown			-
0x00058971	0xb6	FUN_00458971	unknown			-
0x00058a27	0x86	FUN_00458A27	unknown			-
0x00058aad	0x162	FUN_00458AAD	unknown			-
0x00058c0f	0x141	FUN_00458C0F	unknown			-
0x00058d50	0xf4	FUN_00458D50	unknown			-
0x00058e44	0x194	FUN_00458E44	unknown			-
0x00058fd8	0x1f1	FUN_00458FD8	unknown			-
0x000591c9	0x9e	FUN_004591C9	unknown			-
0x00059267	0x101	FUN_00459267	unknown			-
0x00059368	0x1c8	FUN_00459368	unknown			-
0x00059530	0xf7	FUN_00459530	unknown			-
0x00059627	0xa5	FUN_00459627	unknown			-
0x000596cc	0x5d	FUN_004596CC	unknown			-
0x00059729	0x71	FUN_00459729	unknown			-
0x0005979a	0x94	FUN_0045979A	unknown			-
0x0005982e	0x6c	FUN_0045982E	unknown			-
0x0005989a	0x7a	FUN_0045989A	unknown			-
0x00059914	0xe2	FUN_00459914	unknown			-
0x000599f6	0x2b	FUN_004599F6	unknown			-
0x00059a21	0x47	FUN_00459A21	unknown			-
0x00059a68	0x24	FUN_00459A68	unknown			-
0x00059a8c	0x2c0	FUN_00459A8C	unknown			-
0x00059d4c	0x316	FUN_00459D4C	unknown			-
0x0005a062	0x109	FUN_0045A062	unknown			-
0x0005a16b	0xdc	FUN_0045A16B	unknown			-
0x0005a247	0x231	FUN_0045A247	unknown			-
0x0005a478	0x10c	FUN_0045A478	unknown			-
0x0005a584	0x4fe	FUN_0045A584	unknown			-
0x0005aa82	0x14f	FUN_0045AA82	unknown			-
0x0005abd1	0xf	FUN_0045ABD1	linker-pad			trailing 90/CC alignment fill
0x0005abe0	0x4c	FUN_0045ABE0	unknown			-
0x0005ac2c	0x1c	FUN_0045AC2C	unknown			-
0x0005ac48	0x2a	FUN_0045AC48	unknown			-
0x0005ac72	0x53	FUN_0045AC72	unknown			-
0x0005acc5	0x1f	FUN_0045ACC5	unknown			-
0x0005ace4	0x975	FUN_0045ACE4	unknown			-
0x0005b659	0x93	FUN_0045B659	unknown			-
0x0005b6ec	0x4	FUN_0045B6EC	linker-pad			trailing 90/CC alignment fill
0x0005b6f0	0x14e	FUN_0045B6F0	unknown			-
0x0005b83e	0x2d6	FUN_0045B83E	unknown			-
0x0005bb14	0x31	FUN_0045BB14	unknown			-
0x0005bb45	0x617	FUN_0045BB45	unknown			-
0x0005c15c	0x90	FUN_0045C15C	unknown			-
0x0005c1ec	0x1a	FUN_0045C1EC	unknown			-
0x0005c206	0xca	FUN_0045C206	unknown			-
0x0005c2d0	0x127	FUN_0045C2D0	unknown			-
0x0005c3f7	0x185	FUN_0045C3F7	unknown			-
0x0005c57c	0xd0	FUN_0045C57C	unknown			-
0x0005c64c	0xaa	FUN_0045C64C	unknown			-
0x0005c6f6	0x135	FUN_0045C6F6	unknown			-
0x0005c82b	0x79	FUN_0045C82B	unknown			-
0x0005c8a4	0x15a	FUN_0045C8A4	unknown			-
0x0005c9fe	0x1a3	FUN_0045C9FE	unknown			-
0x0005cba1	0x20d	FUN_0045CBA1	unknown			-
0x0005cdae	0x523	FUN_0045CDAE	unknown			-
0x0005d2d1	0x15	FUN_0045D2D1	unknown			-
0x0005d2e6	0x8a	FUN_0045D2E6	unknown			-
0x0005d370	0x3d0	FUN_0045D370	unknown			-
0x0005d740	0x1a	FUN_0045D740	unknown			-
0x0005d75a	0x4c5	FUN_0045D75A	unknown			-
0x0005dc1f	0x7c	FUN_0045DC1F	unknown			-
0x0005dc9b	0x16	FUN_0045DC9B	unknown			-
0x0005dcb1	0x63	FUN_0045DCB1	unknown			-
0x0005dd14	0x65	FUN_0045DD14	unknown			-
0x0005dd79	0x63	FUN_0045DD79	unknown			-
0x0005dddc	0x4	FUN_0045DDDC	linker-pad			trailing 90/CC alignment fill
0x0005dde0	0x1ef0	FUN_0045DDE0	unknown			-
0x0005fcd0	0x10	FUN_0045FCD0	eh-funclet			FuncInfo/unwind-map child record
0x0005fce0	0x1a	FUN_0045FCE0	eh-funclet			FuncInfo/unwind-map child record
0x0005fcfa	0x1d7	FUN_0045FCFA	unknown			-
0x0005fed1	0xa6	FUN_0045FED1	unknown			-
0x0005ff77	0xd	FUN_0045FF77	eh-funclet			FuncInfo/unwind-map child record
0x0005ff84	0x1a	FUN_0045FF84	eh-funclet			FuncInfo/unwind-map child record
0x0005ff9e	0x1bf	FUN_0045FF9E	unknown			-
0x0006015d	0x243	FUN_0046015D	unknown			-
0x000603a0	0xde	FUN_004603A0	unknown			-
0x0006047e	0xa9	FUN_0046047E	unknown			-
0x00060527	0x5f	FUN_00460527	unknown			-
0x00060586	0xb0	FUN_00460586	unknown			-
0x00060636	0x5a	FUN_00460636	unknown			-
0x00060690	0xc5	FUN_00460690	unknown			-
0x00060755	0xd	FUN_00460755	eh-funclet			FuncInfo/unwind-map child record
0x00060762	0x1a	FUN_00460762	eh-funclet			FuncInfo/unwind-map child record
0x0006077c	0x2e0	FUN_0046077C	unknown			-
0x00060a5c	0x11e	FUN_00460A5C	unknown			-
0x00060b7a	0x200	FUN_00460B7A	unknown			-
0x00060d7a	0x243	FUN_00460D7A	unknown			-
0x00060fbd	0x200	FUN_00460FBD	unknown			-
0x000611bd	0x7d	FUN_004611BD	unknown			-
0x0006123a	0x137	FUN_0046123A	unknown			-
0x00061371	0x113	FUN_00461371	unknown			-
0x00061484	0x1141	FUN_00461484	unknown			-
0x000625c5	0x19a	FUN_004625C5	unknown			-
0x0006275f	0x152	FUN_0046275F	unknown			-
0x000628b1	0x18f	FUN_004628B1	unknown			-
0x00062a40	0x5c6	FUN_00462A40	unknown			-
0x00063006	0x2da	FUN_00463006	unknown			-
0x000632e0	0x34c	FUN_004632E0	unknown			-
0x0006362c	0x4	FUN_0046362C	linker-pad			trailing 90/CC alignment fill
0x00063630	0x29c	FUN_00463630	unknown			-
0x000638cc	0xd	FUN_004638CC	eh-funclet			FuncInfo/unwind-map child record
0x000638d9	0xd	FUN_004638D9	eh-funclet			FuncInfo/unwind-map child record
0x000638e6	0xd	FUN_004638E6	eh-funclet			FuncInfo/unwind-map child record
0x000638f3	0x1b	FUN_004638F3	eh-funclet			FuncInfo/unwind-map child record
0x0006390e	0x112	FUN_0046390E	unknown			-
0x00063a20	0x42	FUN_00463A20	unknown			-
0x00063a62	0x26e	FUN_00463A62	unknown			-
0x00063cd0	0x37	FUN_00463CD0	unknown			-
0x00063d07	0xd6	FUN_00463D07	unknown			-
0x00063ddd	0xd	FUN_00463DDD	eh-funclet			FuncInfo/unwind-map child record
0x00063dea	0x1b	FUN_00463DEA	eh-funclet			FuncInfo/unwind-map child record
0x00063e05	0x43	FUN_00463E05	unknown			-
0x00063e48	0xc5	FUN_00463E48	unknown			-
0x00063f0d	0x3	FUN_00463F0D	linker-pad			trailing 90/CC alignment fill
0x00063f10	0x6b	FUN_00463F10	unknown			-
0x00063f7b	0x55	FUN_00463F7B	unknown			-
0x00063fd0	0xe1	FUN_00463FD0	unknown			-
0x000640b1	0x17c	FUN_004640B1	unknown			-
0x0006422d	0xa5	FUN_0046422D	unknown			-
0x000642d2	0x152	FUN_004642D2	unknown			-
0x00064424	0xc	FUN_00464424	linker-pad			trailing 90/CC alignment fill
0x00064430	0x40	FUN_00464430	unknown			-
0x00064470	0x54	FUN_00464470	unknown			-
0x000644c4	0x23	FUN_004644C4	unknown			-
0x000644e7	0x2d	FUN_004644E7	unknown			-
