# HoMM1 executable DNA census against VC4 LIBC.LIB/OLDNAMES.LIB.
# Exact rows mask relocation fields on both sides; order rows are bracketed by exact anchors.
rva	size	name	class	source	symbol	detail
0x0007be24	0xc	FUN_0047BE24	linker-pad			trailing 90/CC alignment fill
0x0007be30	0x27c	FUN_0047BE30	unknown			-
0x0007c0ac	0x4	FUN_0047C0AC	linker-pad			trailing 90/CC alignment fill
0x0007c0b0	0xf5	FUN_0047C0B0	unknown			-
0x0007c1a5	0xb	FUN_0047C1A5	linker-pad			trailing 90/CC alignment fill
0x0007c1b0	0x46	FUN_0047C1B0	unknown			-
0x0007c1f6	0xa	FUN_0047C1F6	linker-pad			trailing 90/CC alignment fill
0x0007c200	0x11	FUN_0047C200	unknown			-
0x0007c211	0xf	FUN_0047C211	linker-pad			trailing 90/CC alignment fill
0x0007c220	0xd1	FUN_0047C220	unknown			-
0x0007c2f1	0xf	FUN_0047C2F1	linker-pad			trailing 90/CC alignment fill
0x0007c300	0x1f	FUN_0047C300	unknown			-
0x0007c31f	0x1	FUN_0047C31F	linker-pad			trailing 90/CC alignment fill
0x0007c320	0x1cb	FUN_0047C320	unknown			-
0x0007c4eb	0x5	FUN_0047C4EB	linker-pad			trailing 90/CC alignment fill
0x0007c4f0	0x33c	FUN_0047C4F0	unknown			-
0x0007c82c	0x74	FUN_0047C82C	unknown			-
0x0007c8a0	0xe6	FUN_0047C8A0	unknown			-
0x0007c986	0x4b	FUN_0047C986	unknown			-
0x0007c9d1	0x1	FUN_0047C9D1	linker-pad			trailing 90/CC alignment fill
0x0007c9d2	0x43	FUN_0047C9D2	unknown			-
0x0007ca15	0x3	FUN_0047CA15	linker-pad			trailing 90/CC alignment fill
0x0007ca18	0x2a	FUN_0047CA18	unknown			-
0x0007ca42	0x2	FUN_0047CA42	linker-pad			trailing 90/CC alignment fill
0x0007ca44	0x25f	FUN_0047CA44	unknown			-
0x0007cca3	0x1	FUN_0047CCA3	linker-pad			trailing 90/CC alignment fill
0x0007cca4	0x258	FUN_0047CCA4	unknown			-
0x0007cefc	0x4	FUN_0047CEFC	linker-pad			trailing 90/CC alignment fill
0x0007cf00	0x63	FUN_0047CF00	unknown			-
0x0007cf63	0xd	FUN_0047CF63	linker-pad			trailing 90/CC alignment fill
0x0007cf70	0x53	FUN_0047CF70	unknown			-
0x0007cfc3	0xd	FUN_0047CFC3	linker-pad			trailing 90/CC alignment fill
0x0007cfd0	0x4	FUN_0047CFD0	unknown			-
0x0007cfd4	0xc	FUN_0047CFD4	linker-pad			trailing 90/CC alignment fill
0x0007cfe0	0x45	FUN_0047CFE0	unknown			-
0x0007d025	0xb	FUN_0047D025	linker-pad			trailing 90/CC alignment fill
0x0007d030	0x34	FUN_0047D030	unknown			-
0x0007d064	0xc	FUN_0047D064	linker-pad			trailing 90/CC alignment fill
0x0007d070	0x9d	FUN_0047D070	unknown			-
0x0007d10d	0x3	FUN_0047D10D	linker-pad			trailing 90/CC alignment fill
0x0007d110	0x134	FUN_0047D110	unknown			-
0x0007d244	0xc	FUN_0047D244	linker-pad			trailing 90/CC alignment fill
0x0007d250	0xb9	FUN_0047D250	unknown			-
0x0007d309	0x7	FUN_0047D309	linker-pad			trailing 90/CC alignment fill
0x0007d310	0x743	FUN_0047D310	unknown			-
0x0007da53	0xd	FUN_0047DA53	linker-pad			trailing 90/CC alignment fill
0x0007da60	0x14f	FUN_0047DA60	unknown			-
0x0007dbaf	0x1	FUN_0047DBAF	linker-pad			trailing 90/CC alignment fill
0x0007dbb0	0x23d	FUN_0047DBB0	unknown			-
0x0007dded	0x3	FUN_0047DDED	linker-pad			trailing 90/CC alignment fill
0x0007ddf0	0x1d9	FUN_0047DDF0	unknown			-
0x0007dfc9	0x7	FUN_0047DFC9	linker-pad			trailing 90/CC alignment fill
0x0007dfd0	0x127	FUN_0047DFD0	unknown			-
0x0007e0f7	0x9	FUN_0047E0F7	linker-pad			trailing 90/CC alignment fill
0x0007e100	0x66	FUN_0047E100	unknown			-
0x0007e166	0xa	FUN_0047E166	linker-pad			trailing 90/CC alignment fill
0x0007e170	0xb14	FUN_0047E170	unknown			-
0x0007ec84	0xc	FUN_0047EC84	linker-pad			trailing 90/CC alignment fill
0x0007ec90	0x182	FUN_0047EC90	unknown			-
0x0007ee12	0xe	FUN_0047EE12	linker-pad			trailing 90/CC alignment fill
0x0007ee20	0x45	FUN_0047EE20	unknown			-
0x0007ee65	0xb	FUN_0047EE65	linker-pad			trailing 90/CC alignment fill
0x0007ee70	0x75	FUN_0047EE70	unknown			-
0x0007eee5	0xb	FUN_0047EEE5	linker-pad			trailing 90/CC alignment fill
0x0007eef0	0x76	FUN_0047EEF0	unknown			-
0x0007ef66	0xa	FUN_0047EF66	linker-pad			trailing 90/CC alignment fill
0x0007ef70	0xda	FUN_0047EF70	unknown			-
0x0007f04a	0x6	FUN_0047F04A	linker-pad			trailing 90/CC alignment fill
0x0007f050	0x528	FUN_0047F050	unknown			-
0x0007f578	0x8	FUN_0047F578	linker-pad			trailing 90/CC alignment fill
0x0007f580	0xed	FUN_0047F580	unknown			-
0x0007f66d	0x3	FUN_0047F66D	linker-pad			trailing 90/CC alignment fill
0x0007f670	0x5a	FUN_0047F670	unknown			-
0x0007f6ca	0x6	FUN_0047F6CA	linker-pad			trailing 90/CC alignment fill
0x0007f6d0	0x7	FUN_0047F6D0	unknown			-
0x0007f6d7	0x9	FUN_0047F6D7	linker-pad			trailing 90/CC alignment fill
0x0007f6e0	0x16	FUN_0047F6E0	unknown			-
0x0007f6f6	0xa	FUN_0047F6F6	linker-pad			trailing 90/CC alignment fill
0x0007f700	0x1	FUN_0047F700	unknown			-
0x0007f701	0xf	FUN_0047F701	linker-pad			trailing 90/CC alignment fill
0x0007f710	0x25a	FUN_0047F710	unknown			-
0x0007f96a	0x6	FUN_0047F96A	linker-pad			trailing 90/CC alignment fill
0x0007f970	0xe3	FUN_0047F970	unknown			-
0x0007fa53	0xd	FUN_0047FA53	linker-pad			trailing 90/CC alignment fill
0x0007fa60	0x1bb	FUN_0047FA60	unknown			-
0x0007fc1b	0x5	FUN_0047FC1B	linker-pad			trailing 90/CC alignment fill
0x0007fc20	0x2f	FUN_0047FC20	unknown			-
0x0007fc4f	0x1	FUN_0047FC4F	linker-pad			trailing 90/CC alignment fill
0x0007fc50	0x7	FUN_0047FC50	unknown			-
0x0007fc57	0x1	FUN_0047FC57	linker-pad			trailing 90/CC alignment fill
0x0007fc58	0x4d	FUN_0047FC58	unknown			-
0x0007fca5	0x85	FUN_0047FCA5	unknown			-
0x0007fd2a	0xc9	FUN_0047FD2A	unknown			-
0x0007fdf3	0x119	FUN_0047FDF3	unknown			-
0x0007ff0c	0x153	FUN_0047FF0C	unknown			-
0x0008005f	0x129	FUN_0048005F	unknown			-
0x00080188	0x6	FUN_00480188	import-thunk	smkwai32.dll	ordinal_14	IAT RVA 0xd66c8
0x0008018e	0x6	FUN_0048018E	import-thunk	smkwai32.dll	ordinal_29	IAT RVA 0xd66d4
0x00080194	0x6	FUN_00480194	import-thunk	smkwai32.dll	ordinal_17	IAT RVA 0xd66bc
0x0008019a	0x6	FUN_0048019A	import-thunk	smkwai32.dll	ordinal_20	IAT RVA 0xd66cc
0x000801a0	0x6	FUN_004801A0	import-thunk	smkwai32.dll	ordinal_26	IAT RVA 0xd66c4
0x000801a6	0x6	FUN_004801A6	import-thunk	smkwai32.dll	ordinal_31	IAT RVA 0xd66b0
0x000801ac	0x6	FUN_004801AC	import-thunk	smkwai32.dll	ordinal_32	IAT RVA 0xd66ac
0x000801b2	0x6	FUN_004801B2	import-thunk	smkwai32.dll	ordinal_21	IAT RVA 0xd66d0
0x000801b8	0x6	FUN_004801B8	import-thunk	smkwai32.dll	ordinal_28	IAT RVA 0xd66c0
0x000801be	0x6	FUN_004801BE	import-thunk	smkwai32.dll	ordinal_22	IAT RVA 0xd66b8
0x000801c4	0x6	FUN_004801C4	import-thunk	smkwai32.dll	ordinal_50	IAT RVA 0xd66b4
0x000801ca	0x6	FUN_004801CA	import-thunk	WING32.dll	WinGCreateBitmap	IAT RVA 0xd6728
0x000801d0	0x6	FUN_004801D0	import-thunk	WING32.dll	WinGCreateDC	IAT RVA 0xd672c
0x000801d6	0x6	FUN_004801D6	import-thunk	WING32.dll	WinGRecommendDIBFormat	IAT RVA 0xd6730
0x000801dc	0x6	FUN_004801DC	import-thunk	WING32.dll	WinGSetDIBColorTable	IAT RVA 0xd6734
0x000801e2	0x6	FUN_004801E2	import-thunk	WING32.dll	WinGStretchBlt	IAT RVA 0xd6738
0x000801e8	0x6	FUN_004801E8	import-thunk	WING32.dll	WinGBitBlt	IAT RVA 0xd673c
0x000801ee	0x2	FUN_004801EE	linker-pad			trailing 90/CC alignment fill
0x000801f0	0x42	FUN_004801F0	crt-prefix	libc.lib:/9022	__global_unwind2	unique masked 24-byte prefix
0x00080232	0x68	FUN_00480232	crt-exact	libc.lib:/9022	__local_unwind2	-
0x0008029a	0x23	FUN_0048029A	crt-exact	libc.lib:/9022	__abnormal_termination	-
0x000802bd	0x9	FUN_004802BD	crt-exact	libc.lib:/9022	__NLG_Notify1	-
0x000802c6	0x18	FUN_004802C6	crt-exact	libc.lib:/9022	__NLG_Notify	-
0x000802de	0x2	FUN_004802DE	linker-pad			trailing 90/CC alignment fill
0x000802e0	0x35	FUN_004802E0	crt-exact	libc.lib:/1877	?_JumpToContinuation@@YGXPAXPAUEHRegistrationNode@@@Z	-
0x00080315	0xb	FUN_00480315	linker-pad			trailing 90/CC alignment fill
0x00080320	0x7	FUN_00480320	crt-order	libc.lib:/1877	?_CallMemberFunction0@@YGXPAX0@Z	between exact anchors 0x802e0,0x80350
0x00080327	0x9	FUN_00480327	linker-pad			trailing 90/CC alignment fill
0x00080330	0x7	FUN_00480330	crt-order	libc.lib:/1877	?_CallMemberFunction1@@YGXPAX00@Z	between exact anchors 0x802e0,0x80350
0x00080337	0x9	FUN_00480337	linker-pad			trailing 90/CC alignment fill
0x00080340	0x7	FUN_00480340	crt-order	libc.lib:/1877	?_CallMemberFunction2@@YGXPAX00H@Z	between exact anchors 0x802e0,0x80350
0x00080347	0x9	FUN_00480347	linker-pad			trailing 90/CC alignment fill
0x00080350	0x51	FUN_00480350	crt-exact	libc.lib:/1877	?_UnwindNestedFrames@@YGXPAUEHRegistrationNode@@PAUEHExceptionRecord@@@Z	-
0x000803a1	0xf	FUN_004803A1	linker-pad			trailing 90/CC alignment fill
0x000803b0	0x3c	FUN_004803B0	crt-exact	libc.lib:/1877	___CxxFrameHandler	-
0x000803ec	0x4	FUN_004803EC	linker-pad			trailing 90/CC alignment fill
0x000803f0	0x99	FUN_004803F0	crt-prefix	libc.lib:/1877	?_CallCatchBlock2@@YAPAXPAUEHRegistrationNode@@PBU_s_FuncInfo@@PAXHK@Z	unique masked 24-byte prefix
0x00080489	0x7	FUN_00480489	linker-pad			trailing 90/CC alignment fill
0x00080490	0xd3	FUN_00480490	crt-prefix	libc.lib:/1877	?_CallSETranslator@@YAHPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAX2PBU_s_FuncInfo@@H1@Z	unique masked 24-byte prefix
0x00080563	0xd	FUN_00480563	linker-pad			trailing 90/CC alignment fill
0x00080570	0x6b	FUN_00480570	crt-exact	libc.lib:/1877	?TranslatorGuardHandler@@YA?AW4_EXCEPTION_DISPOSITION@@PAUEHExceptionRecord@@PAUTranslatorGuardRN@@PAX2@Z	-
0x000805db	0x5	FUN_004805DB	linker-pad			trailing 90/CC alignment fill
0x000805e0	0xe	FUN_004805E0	crt-band	libc.lib:(link-band)	__crt_004805E0	LIBC band 0x801f0..text-end; symbol unresolved
0x000805ee	0x2	FUN_004805EE	linker-pad			trailing 90/CC alignment fill
0x000805f0	0x7	FUN_004805F0	crt-band	libc.lib:(link-band)	__crt_004805F0	LIBC band 0x801f0..text-end; symbol unresolved
0x000805f7	0x1	FUN_004805F7	linker-pad			trailing 90/CC alignment fill
0x000805f8	0xe0	FUN_004805F8	crt-band	libc.lib:(link-band)	__crt_004805F8	LIBC band 0x801f0..text-end; symbol unresolved
0x000806d8	0x8	FUN_004806D8	linker-pad			trailing 90/CC alignment fill
0x000806e0	0x10	FUN_004806E0	crt-band	libc.lib:(link-band)	__crt_004806E0	LIBC band 0x801f0..text-end; symbol unresolved
0x000806f0	0x67	FUN_004806F0	crt-exact	libc.lib:/14048	_sprintf	-
0x00080757	0x9	FUN_00480757	linker-pad			trailing 90/CC alignment fill
0x00080760	0xa4	FUN_00480760	crt-exact	libc.lib:/152	_atol	-
0x00080804	0xc	FUN_00480804	linker-pad			trailing 90/CC alignment fill
0x00080810	0xe	FUN_00480810	crt-band	libc.lib:(link-band)	__crt_00480810	LIBC band 0x801f0..text-end; symbol unresolved
0x0008081e	0x2	FUN_0048081E	linker-pad			trailing 90/CC alignment fill
0x00080820	0x58	FUN_00480820	crt-exact	libc.lib:/15134	_memset	-
0x00080878	0x8	FUN_00480878	linker-pad			trailing 90/CC alignment fill
0x00080880	0x18	FUN_00480880	crt-exact	libc.lib:/3760	_free	-
0x00080898	0x8	FUN_00480898	linker-pad			trailing 90/CC alignment fill
0x000808a0	0x14e	FUN_004808A0	crt-band	libc.lib:(link-band)	__crt_004808A0	LIBC band 0x801f0..text-end; symbol unresolved
0x000809ee	0x2	FUN_004809EE	linker-pad			trailing 90/CC alignment fill
0x000809f0	0x14	FUN_004809F0	crt-exact	libc.lib:/4008	_malloc	-
0x00080a04	0xc	FUN_00480A04	linker-pad			trailing 90/CC alignment fill
0x00080a10	0x40	FUN_00480A10	crt-band	libc.lib:(link-band)	__crt_00480A10	LIBC band 0x801f0..text-end; symbol unresolved
0x00080a50	0x15	FUN_00480A50	crt-band	libc.lib:(link-band)	__crt_00480A50	LIBC band 0x801f0..text-end; symbol unresolved
0x00080a65	0x3	FUN_00480A65	linker-pad			trailing 90/CC alignment fill
0x00080a68	0x27	FUN_00480A68	crt-exact	libc.lib:/19928	__ftol	-
0x00080a8f	0x1	FUN_00480A8F	linker-pad			trailing 90/CC alignment fill
0x00080a90	0x21	FUN_00480A90	crt-band	libc.lib:(link-band)	__crt_00480A90	LIBC band 0x801f0..text-end; symbol unresolved
0x00080ab1	0xf	FUN_00480AB1	linker-pad			trailing 90/CC alignment fill
0x00080ac0	0x38	FUN_00480AC0	crt-exact	libc.lib:/18959	__cfltcvt_init	-
0x00080af8	0x8	FUN_00480AF8	linker-pad			trailing 90/CC alignment fill
0x00080b00	0x117	FUN_00480B00	crt-exact	libc.lib:/19670	_fdiv_main_routine	-
0x00080c17	0x49f	FUN_00480C17	crt-exact	libc.lib:/19670	__adj_fdiv_r	-
0x000810b6	0x13	FUN_004810B6	crt-exact	libc.lib:/19670	__fdivp_sti_st	-
0x000810c9	0x13	FUN_004810C9	crt-exact	libc.lib:/19670	__fdivrp_sti_st	-
0x000810dc	0x4c	FUN_004810DC	crt-exact	libc.lib:/19670	__adj_fdiv_m32	-
0x00081128	0xb4	FUN_00481128	crt-band	libc.lib:(link-band)	__crt_00481128	LIBC band 0x801f0..text-end; symbol unresolved
0x000811dc	0x4c	FUN_004811DC	crt-exact	libc.lib:/19670	__adj_fdivr_m32	-
0x00081228	0x663	FUN_00481228	crt-band	libc.lib:(link-band)	__crt_00481228	LIBC band 0x801f0..text-end; symbol unresolved
0x0008188b	0x5	FUN_0048188B	linker-pad			trailing 90/CC alignment fill
0x00081890	0xa	FUN_00481890	crt-band	libc.lib:(link-band)	__crt_00481890	LIBC band 0x801f0..text-end; symbol unresolved
0x0008189a	0x6	FUN_0048189A	linker-pad			trailing 90/CC alignment fill
0x000818a0	0x77	FUN_004818A0	crt-exact	libc.lib:/15346	_strlen	-
0x00081917	0x9	FUN_00481917	linker-pad			trailing 90/CC alignment fill
0x00081920	0x1f	FUN_00481920	crt-exact	libc.lib:/15011	_memcmp	-
0x0008193f	0x1	FUN_0048193F	linker-pad			trailing 90/CC alignment fill
0x00081940	0x3f	FUN_00481940	crt-band	libc.lib:(link-band)	__crt_00481940	LIBC band 0x801f0..text-end; symbol unresolved
0x0008197f	0x1	FUN_0048197F	linker-pad			trailing 90/CC alignment fill
0x00081980	0x5f	FUN_00481980	crt-band	libc.lib:(link-band)	__crt_00481980	LIBC band 0x801f0..text-end; symbol unresolved
0x000819df	0x1	FUN_004819DF	linker-pad			trailing 90/CC alignment fill
0x000819e0	0x64	FUN_004819E0	crt-prefix	libc.lib:/12443	_fputs	unique masked 24-byte prefix
0x00081a44	0xc	FUN_00481A44	linker-pad			trailing 90/CC alignment fill
0x00081a50	0x3a	FUN_00481A50	crt-band	libc.lib:(link-band)	__crt_00481A50	LIBC band 0x801f0..text-end; symbol unresolved
0x00081a8a	0x6	FUN_00481A8A	linker-pad			trailing 90/CC alignment fill
0x00081a90	0x15	FUN_00481A90	crt-band	libc.lib:(link-band)	__crt_00481A90	LIBC band 0x801f0..text-end; symbol unresolved
0x00081aa5	0xb	FUN_00481AA5	linker-pad			trailing 90/CC alignment fill
0x00081ab0	0x44	FUN_00481AB0	crt-band	libc.lib:(link-band)	__crt_00481AB0	LIBC band 0x801f0..text-end; symbol unresolved
0x00081af4	0xc	FUN_00481AF4	linker-pad			trailing 90/CC alignment fill
0x00081b00	0x14e	FUN_00481B00	crt-band	libc.lib:(link-band)	__crt_00481B00	LIBC band 0x801f0..text-end; symbol unresolved
0x00081c4e	0x2	FUN_00481C4E	linker-pad			trailing 90/CC alignment fill
0x00081c50	0x84	FUN_00481C50	crt-exact	libc.lib:/15224	_strcmp	-
0x00081cd4	0xc	FUN_00481CD4	linker-pad			trailing 90/CC alignment fill
0x00081ce0	0x18	FUN_00481CE0	crt-exact	libc.lib:/15194	_strchr	-
0x00081cf8	0x8	FUN_00481CF8	linker-pad			trailing 90/CC alignment fill
0x00081d00	0xd	FUN_00481D00	crt-band	libc.lib:(link-band)	__crt_00481D00	LIBC band 0x801f0..text-end; symbol unresolved
0x00081d0d	0x3	FUN_00481D0D	linker-pad			trailing 90/CC alignment fill
0x00081d10	0x2f	FUN_00481D10	crt-band	libc.lib:(link-band)	__crt_00481D10	LIBC band 0x801f0..text-end; symbol unresolved
0x00081d3f	0x1	FUN_00481D3F	linker-pad			trailing 90/CC alignment fill
0x00081d40	0x30	FUN_00481D40	crt-exact	libc.lib:/11499	__cinit	-
0x00081d70	0x12	FUN_00481D70	crt-exact	libc.lib:/11499	_exit	-
0x00081d82	0xe	FUN_00481D82	linker-pad			trailing 90/CC alignment fill
0x00081d90	0x12	FUN_00481D90	crt-exact	libc.lib:/11499	__exit	-
0x00081da2	0xe	FUN_00481DA2	linker-pad			trailing 90/CC alignment fill
0x00081db0	0x8d	FUN_00481DB0	crt-band	libc.lib:(link-band)	__crt_00481DB0	LIBC band 0x801f0..text-end; symbol unresolved
0x00081e3d	0x3	FUN_00481E3D	linker-pad			trailing 90/CC alignment fill
0x00081e40	0xb	FUN_00481E40	crt-band	libc.lib:(link-band)	__crt_00481E40	LIBC band 0x801f0..text-end; symbol unresolved
0x00081e4b	0x5	FUN_00481E4B	linker-pad			trailing 90/CC alignment fill
0x00081e50	0xb	FUN_00481E50	crt-band	libc.lib:(link-band)	__crt_00481E50	LIBC band 0x801f0..text-end; symbol unresolved
0x00081e5b	0x5	FUN_00481E5B	linker-pad			trailing 90/CC alignment fill
0x00081e60	0x20	FUN_00481E60	crt-band	libc.lib:(link-band)	__crt_00481E60	LIBC band 0x801f0..text-end; symbol unresolved
0x00081e80	0x24	FUN_00481E80	crt-exact	libc.lib:/15438	_strncpy	-
0x00081ea4	0xc	FUN_00481EA4	linker-pad			trailing 90/CC alignment fill
0x00081eb0	0x37	FUN_00481EB0	crt-band	libc.lib:(link-band)	__crt_00481EB0	LIBC band 0x801f0..text-end; symbol unresolved
0x00081ee7	0x9	FUN_00481EE7	linker-pad			trailing 90/CC alignment fill
0x00081ef0	0x146	FUN_00481EF0	crt-band	libc.lib:(link-band)	__crt_00481EF0	LIBC band 0x801f0..text-end; symbol unresolved
0x00082036	0xa	FUN_00482036	linker-pad			trailing 90/CC alignment fill
0x00082040	0x32	FUN_00482040	crt-band	libc.lib:(link-band)	__crt_00482040	LIBC band 0x801f0..text-end; symbol unresolved
0x00082072	0xe	FUN_00482072	linker-pad			trailing 90/CC alignment fill
0x00082080	0x9a	FUN_00482080	crt-band	libc.lib:(link-band)	__crt_00482080	LIBC band 0x801f0..text-end; symbol unresolved
0x0008211a	0x6	FUN_0048211A	linker-pad			trailing 90/CC alignment fill
0x00082120	0x28	FUN_00482120	crt-band	libc.lib:(link-band)	__crt_00482120	LIBC band 0x801f0..text-end; symbol unresolved
0x00082148	0x8	FUN_00482148	linker-pad			trailing 90/CC alignment fill
0x00082150	0x1a1	FUN_00482150	crt-band	libc.lib:(link-band)	__crt_00482150	LIBC band 0x801f0..text-end; symbol unresolved
0x000822f1	0xf	FUN_004822F1	linker-pad			trailing 90/CC alignment fill
0x00082300	0x38	FUN_00482300	crt-exact	libc.lib:/15407	_strncmp	-
0x00082338	0x8	FUN_00482338	linker-pad			trailing 90/CC alignment fill
0x00082340	0x37	FUN_00482340	crt-band	libc.lib:(link-band)	__crt_00482340	LIBC band 0x801f0..text-end; symbol unresolved
0x00082377	0x9	FUN_00482377	linker-pad			trailing 90/CC alignment fill
0x00082380	0x180	FUN_00482380	crt-prefix	libc.lib:/13455	_fwrite	unique masked 24-byte prefix
0x00082500	0x78	FUN_00482500	crt-band	libc.lib:(link-band)	__crt_00482500	LIBC band 0x801f0..text-end; symbol unresolved
0x00082578	0x8	FUN_00482578	linker-pad			trailing 90/CC alignment fill
0x00082580	0x82	FUN_00482580	crt-band	libc.lib:(link-band)	__crt_00482580	LIBC band 0x801f0..text-end; symbol unresolved
0x00082602	0xe	FUN_00482602	linker-pad			trailing 90/CC alignment fill
0x00082610	0xa4	FUN_00482610	crt-exact	libc.lib:/1152	__chdir	-
0x000826b4	0xc	FUN_004826B4	linker-pad			trailing 90/CC alignment fill
0x000826c0	0x199	FUN_004826C0	crt-band	libc.lib:(link-band)	__crt_004826C0	LIBC band 0x801f0..text-end; symbol unresolved
0x00082859	0x7	FUN_00482859	linker-pad			trailing 90/CC alignment fill
0x00082860	0x2a	FUN_00482860	crt-exact	libc.lib:/11957	__amsg_exit	2 byte-identical candidates
0x0008288a	0x6	FUN_0048288A	linker-pad			trailing 90/CC alignment fill
0x00082890	0x6e	FUN_00482890	crt-band	libc.lib:(link-band)	__crt_00482890	LIBC band 0x801f0..text-end; symbol unresolved
0x000828fe	0x2	FUN_004828FE	linker-pad			trailing 90/CC alignment fill
0x00082900	0x89	FUN_00482900	crt-band	libc.lib:(link-band)	__crt_00482900	LIBC band 0x801f0..text-end; symbol unresolved
0x00082989	0x7	FUN_00482989	linker-pad			trailing 90/CC alignment fill
0x00082990	0x78	FUN_00482990	crt-band	libc.lib:(link-band)	__crt_00482990	LIBC band 0x801f0..text-end; symbol unresolved
0x00082a08	0x8	FUN_00482A08	linker-pad			trailing 90/CC alignment fill
0x00082a10	0x22c	FUN_00482A10	crt-band	libc.lib:(link-band)	__crt_00482A10	LIBC band 0x801f0..text-end; symbol unresolved
0x00082c3c	0x4	FUN_00482C3C	linker-pad			trailing 90/CC alignment fill
0x00082c40	0x1a	FUN_00482C40	crt-band	libc.lib:(link-band)	__crt_00482C40	LIBC band 0x801f0..text-end; symbol unresolved
0x00082c5a	0x6	FUN_00482C5A	linker-pad			trailing 90/CC alignment fill
0x00082c60	0x45d	FUN_00482C60	crt-band	libc.lib:(link-band)	__crt_00482C60	LIBC band 0x801f0..text-end; symbol unresolved
0x000830bd	0x3	FUN_004830BD	linker-pad			trailing 90/CC alignment fill
0x000830c0	0x78	FUN_004830C0	crt-band	libc.lib:(link-band)	__crt_004830C0	LIBC band 0x801f0..text-end; symbol unresolved
0x00083138	0x8	FUN_00483138	linker-pad			trailing 90/CC alignment fill
0x00083140	0x1fb	FUN_00483140	crt-band	libc.lib:(link-band)	__crt_00483140	LIBC band 0x801f0..text-end; symbol unresolved
0x0008333b	0x5	FUN_0048333B	linker-pad			trailing 90/CC alignment fill
0x00083340	0xc7	FUN_00483340	crt-band	libc.lib:(link-band)	__crt_00483340	LIBC band 0x801f0..text-end; symbol unresolved
0x00083407	0x9	FUN_00483407	linker-pad			trailing 90/CC alignment fill
0x00083410	0xa2	FUN_00483410	crt-prefix	libc.lib:/15315	__stricmp	unique masked 24-byte prefix
0x000834b2	0xe	FUN_004834B2	linker-pad			trailing 90/CC alignment fill
0x000834c0	0x5b	FUN_004834C0	crt-band	libc.lib:(link-band)	__crt_004834C0	LIBC band 0x801f0..text-end; symbol unresolved
0x0008351b	0x5	FUN_0048351B	linker-pad			trailing 90/CC alignment fill
0x00083520	0x6e	FUN_00483520	crt-band	libc.lib:(link-band)	__crt_00483520	LIBC band 0x801f0..text-end; symbol unresolved
0x0008358e	0x2	FUN_0048358E	linker-pad			trailing 90/CC alignment fill
0x00083590	0xbc	FUN_00483590	crt-exact	libc.lib:/1973	___InternalCxxFrameHandler	-
0x0008364c	0x4	FUN_0048364C	linker-pad			trailing 90/CC alignment fill
0x00083650	0x29e	FUN_00483650	crt-prefix	libc.lib:/1973	?FindHandler@@YAXPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAU_CONTEXT@@PAXPBU_s_FuncInfo@@EH1@Z	unique masked 24-byte prefix
0x000838ee	0x2	FUN_004838EE	linker-pad			trailing 90/CC alignment fill
0x000838f0	0xd6	FUN_004838F0	crt-band	libc.lib:(link-band)	__crt_004838F0	LIBC band 0x801f0..text-end; symbol unresolved
0x000839c6	0xa	FUN_004839C6	linker-pad			trailing 90/CC alignment fill
0x000839d0	0x9f	FUN_004839D0	crt-prefix	libc.lib:/1973	?GetRangeOfTrysToCheck@@YAPBU_s_TryBlockMapEntry@@PBU_s_FuncInfo@@HHPAI1@Z	unique masked 24-byte prefix
0x00083a6f	0x1	FUN_00483A6F	linker-pad			trailing 90/CC alignment fill
0x00083a70	0xe6	FUN_00483A70	crt-band	libc.lib:(link-band)	__crt_00483A70	LIBC band 0x801f0..text-end; symbol unresolved
0x00083b56	0xa	FUN_00483B56	linker-pad			trailing 90/CC alignment fill
0x00083b60	0x94	FUN_00483B60	crt-band	libc.lib:(link-band)	__crt_00483B60	LIBC band 0x801f0..text-end; symbol unresolved
0x00083bf4	0xc	FUN_00483BF4	linker-pad			trailing 90/CC alignment fill
0x00083c00	0x14c	FUN_00483C00	crt-band	libc.lib:(link-band)	__crt_00483C00	LIBC band 0x801f0..text-end; symbol unresolved
0x00083d4c	0x4	FUN_00483D4C	linker-pad			trailing 90/CC alignment fill
0x00083d50	0x1fe	FUN_00483D50	crt-band	libc.lib:(link-band)	__crt_00483D50	LIBC band 0x801f0..text-end; symbol unresolved
0x00083f4e	0x2	FUN_00483F4E	linker-pad			trailing 90/CC alignment fill
0x00083f50	0x71	FUN_00483F50	crt-exact	libc.lib:/1973	?DestructExceptionObject@@YAXPAUEHExceptionRecord@@E@Z	-
0x00083fc1	0xf	FUN_00483FC1	linker-pad			trailing 90/CC alignment fill
0x00083fd0	0x21	FUN_00483FD0	crt-exact	libc.lib:/1973	?AdjustPointer@@YAPAXPAXABUPMD@@@Z	-
0x00083ff1	0xf	FUN_00483FF1	linker-pad			trailing 90/CC alignment fill
0x00084000	0x48	FUN_00484000	crt-exact	libc.lib:/1909	__CallSettingFrame@12	-
0x00084048	0x8	FUN_00484048	linker-pad			trailing 90/CC alignment fill
0x00084050	0x60	FUN_00484050	crt-band	libc.lib:(link-band)	__crt_00484050	LIBC band 0x801f0..text-end; symbol unresolved
