rva	size	donor	donor_rva	symbol	unit	score	margin	target_strings	evidence
0x00024c50	0x140	pol20	0x000a5800	void searchArray::PushCombatPoint(int, int, int, int)	SOURCE/FINDPATH	0.509323	0.141593		shape=0.351;size=0.800;calls=1.000;alternate=buka21:?PushCombatPoint@searchArray@@QAEXHHHH@Z@0x0004ae29:0.387621
0x00024d90	0x2b0	pol20	0x000a4c20	void searchArray::PushPoint(int, int, int, int, int, int, int, int, int, int, int, int)	SOURCE/FINDPATH	0.524827	0.188199		shape=0.324;size=0.907;calls=1.000;alternate=buka21:?PushPoint@searchArray@@QAEXHHHHHHHHHHHH@Z@0x00049e3c:0.441615
0x00025040	0x280	buka21	0x000adba9	?HandleViewGeneral@@YIHAAUtag_message@@@Z	SOURCE/VIEW	0.468335	0.042233		shape=0.246;size=0.991;calls=0.667;alternate=pol20:void searchArray::TestPossibleDirections(int, int, signed char * const, signed char * const, int, int)@0x000a4e90:0.434193
0x000252c0	0x2cc	pol20	0x00056350	void advManager::constructor(void)	SOURCE/ADVMGR	0.831193	0.306313		shape=1.000;size=0.914;calls=1.000;alternate=buka21:??0advManager@@QAE@XZ@0x00001000:0.538995
0x0002558c	0x1f	pol20	0x000d40b0	void setGlobalCRC(unsigned int)	BASE/Bzip	0.970000	0.000000		instruction-sequence;alternate=buka21:?_JumpToContinuation@@YGXPAXPAUEHRegistrationNode@@@Z@0x000d6a49:0.429882
0x000255ab	0xea6	pol20	0x0005665f	int advManager::Open(int);   // virtual [override (implements baseManager pure virtual)]	SOURCE/ADVMGR	0.643450	0.017069	advManager|adv_wind.bin|advmice.mse|art32.icn|b-bflg32.icn|b-flag32.icn|barb32.icn|boat32.icn|clof32.til|clop32.icn|flag32.icn|g-bflg32.icn|g-flag32.icn|ground32.til|hourglas.icn|kngt32.icn|minimon.icn|mons32.icn|mtn32.icn|obj32-00.icn|obj32-01.icn|obj32-02.icn|obj32-03.icn|obj32-04.icn|obj32-05.icn|obj32-06.icn|obj32-07.icn|r-bflg32.icn|r-flag32.icn|radar.icn|ressmall.icn|route.icn|rsrc32.icn|scroll.icn|shadow32.icn|smcrest.icn|sorc32.icn|ston.til|stonback.icn|town32.icn|tree32.icn|wrlk32.icn|y-bflg32.icn|y-flag32.icn	shape=0.519;size=0.668;calls=0.611;strings=advManager|adv_wind.bin|advmice.mse;alternate=buka21:?HeroQuickView@advManager@@QAEXHHHH@Z@0x0000c322:0.614928
0x00026451	0x3bd	pol20	0x00057028	void advManager::Close(void);   // virtual [override (implements baseManager pure virtual)]	SOURCE/ADVMGR	0.625719	0.176067		shape=0.569;size=0.926;calls=0.909;alternate=buka21:?Close@advManager@@UAEXXZ@0x00001c47:0.555933
0x0002680e	0xc7	pol20	0x00057432	void advManager::GetCursorSampleSet(int)	SOURCE/ADVMGR	0.894289	0.894289	wsnd%1d%1d.82M	shape=0.833;size=0.854;calls=1.000;strings=wsnd%1d%1d.82M;alternate=buka21:?GetCursorSampleSet@advManager@@QAEXH@Z@0x00001fff:0.701218
0x000268d5	0x619	pol20	0x0005751b	class mapCell * advManager::DoAdvCommand(void)	SOURCE/ADVMGR	0.578493	0.056326		shape=0.456;size=0.903;calls=0.923;alternate=buka21:?DoAdvCommand@advManager@@QAEPAVmapCell@@XZ@0x000020d7:0.528946
0x00026eee	0xe10	pol20	0x00057d6c	int advManager::Main(struct tag_message &);   // virtual [override (implements baseManager pure virtual)]	SOURCE/ADVMGR	0.707359	0.212940	Are you sure you want to load a new game?  (Your current game will be lost)|Are you sure you want to quit?|Are you sure you want to restart?  (Your current game will be lost)	shape=0.417;size=0.887;calls=0.986;strings=Are you sure you want to load a new game?  (Your current game will be lost)|Are you sure you want to quit?|Are you sure you want to restart?  (Your current game will be lost);alternate=buka21:?Main@advManager@@UAEHAAUtag_message@@@Z@0x000027cf:0.507706
0x00027cfe	0x22	pol20	0x00058d46	void advManager::Reseed(int, int)	SOURCE/ADVMGR	1.000000	0.030000		normalized-instructions;alternate=buka21:?_JumpToContinuation@@YGXPAXPAUEHRegistrationNode@@@Z@0x000d6a49:0.409824
0x00027d20	0xe39	pol20	0x00058d68	int advManager::ProcessSelect(struct tag_message *, class mapCell * *)	SOURCE/ADVMGR	0.581557	0.081541	World Map (Left click to move viewing area).	shape=0.426;size=0.968;calls=0.957;alternate=buka21:?ProcessSelect@advManager@@QAEHPAUtag_message@@PAPAVmapCell@@@Z@0x000035e9:0.526004
0x00028b59	0x1ea	pol20	0x00079856	int game::ViewSpells(class hero *, int, int (*)(struct tag_message &), int)	SOURCE/GAME	0.520945	0.079935	One or more Heroes may still move, are you sure you want to end your turn?	shape=0.323;size=0.984;calls=0.786;alternate=buka21:?DataEntryWindowHandler@@YIHAAUtag_message@@@Z@0x000c0a50:0.451001
0x00028d43	0x49b	pol20	0x0005a07c	int advManager::ProcessSearch(int, int)	SOURCE/ADVMGR	0.710456	0.039866	%s%s|A great tragedy - the enemy has found the Eye of Goros!!!  The people abandon you, all is lost.|After spending many hours digging here, you have uncovered the Eye of Goros!!!!|Congratulations! After spending many hours digging here, you have uncovered the |DIGSOUND.82M|Digging for artifacts requires a whole day, try again tomorrow.|Try looking on land!!!|Try searching on clear ground.|You have no room to carry another artifact!	shape=0.497;size=0.797;calls=0.935;strings=%s%s|Congratulations! After spending many hours digging here, you have uncovered the |DIGSOUND.82M;alternate=buka21:?ProcessSearch@advManager@@QAEHHH@Z@0x00004692:0.676641
0x000291de	0xc02	pol20	0x0005a644	int advManager::ProcessHover(int, int)	SOURCE/ADVMGR	0.548369	0.047660		shape=0.441;size=0.859;calls=0.971;alternate=buka21:?DetermineTargetPosition@philAI@@QAEHAAH0H0@Z@0x00081c03:0.472809
0x00029de0	0x265	pol20	0x0005b094	void advManager::UpdateScreen(int, int)	SOURCE/ADVMGR	0.573689	0.052670		shape=0.516;size=0.878;calls=0.818;alternate=buka21:?Open@recruitUnit@@UAEHH@Z@0x0008c522:0.510181
0x0002a045	0x359	pol20	0x0005b2ae	void advManager::CompleteDraw(int, int, int, int)	SOURCE/ADVMGR	0.588811	0.074262		shape=0.701;size=0.681;calls=0.706;alternate=buka21:?CompleteDraw@advManager@@QAEXHHHH@Z@0x00005718:0.459172
0x0002a39e	0x3a	pol20	0x00066656	int advManager::ComboDraw(int)	SOURCE/ADVMGR	0.970000	0.970000		instruction-sequence;alternate=buka21:?DrawString@font@@QAEXPADHHH@Z@0x000c3a30:0.519719
0x0002a3d8	0x40d	pol20	0x0005b7d3	int advManager::GetCloudLookup(int, int)	SOURCE/ADVMGR	0.570070	0.291363		shape=0.440;size=0.904;calls=1.000;alternate=buka21:?InitNewGame@game@@QAEXPAUSMapHeader@@@Z@0x000756e8:0.347447
0x0002a7e5	0xee8	buka21	0x00081c03	?DetermineTargetPosition@philAI@@QAEHAAH0H0@Z	SOURCE/PHILAI	0.457522	0.027113		shape=0.217;size=0.899;calls=0.941;alternate=pol20:void townManager::SetupCastle(class heroWindow *, int)@0x0001d040:0.416819
0x0002b6cd	0x7d	pol20	0x000395b8	void ValidateHero(class hero *)	SOURCE/PHILAI	0.525679	0.126388		shape=0.306;size=0.968;calls=1.000;alternate=buka21:?ValidateHero@@YIXPAVhero@@@Z@0x0007fcc0:0.399928
0x0002b74a	0x57e	pol20	0x0006cee8	void hero::Deallocate(int)	SOURCE/HERO	0.450143	0.020181		shape=0.284;size=0.994;calls=0.500;alternate=buka21:?Deallocate@hero@@QAEXH@Z@0x000617f2:0.394787
0x0002bcc8	0x596	pol20	0x0005f127	void advManager::QuickInfo(int, int)	SOURCE/ADVMGR	0.438796	0.438796	Artifact|Border|Mine|Uncharted territory|hPgL|otile%d oi%d ot%d ei%d fl%d %s X%d Y%d|qwikinfo.bin	shape=0.321;size=0.290;calls=0.556;strings=Artifact|Border|Mine;alternate=buka21:?QuickInfo@advManager@@QAEXHH@Z@0x00009363:0.437984
0x0002c25e	0x3c8	pol20	0x00060465	void advManager::UpdateHeroLocator(int, int, int)	SOURCE/ADVMGR	0.657853	0.144901		shape=0.674;size=0.868;calls=0.917;alternate=buka21:?UpdateHeroLocator@advManager@@QAEXHHH@Z@0x0000a491:0.539169
0x0002c626	0x108	pol20	0x000607ad	void advManager::UpdateHeroLocators(int, int)	SOURCE/ADVMGR	0.770289	0.242294		shape=0.836;size=0.977;calls=1.000;alternate=buka21:?UpdateHeroLocators@advManager@@QAEXHH@Z@0x0000a78f:0.520706
0x0002c72e	0x27f	pol20	0x000608af	void advManager::UpdateTownLocators(int, int)	SOURCE/ADVMGR	0.606121	0.146801		shape=0.610;size=0.859;calls=0.727;alternate=buka21:?UpdateTownLocators@advManager@@QAEXHH@Z@0x0000a85c:0.535916
0x0002c9ad	0x19f	pol20	0x00060b97	void advManager::UpdBottomView(int, int, int)	SOURCE/ADVMGR	0.655986	0.143128		shape=0.633;size=0.902;calls=1.000;alternate=buka21:?UpdBottomView@advManager@@QAEXHHH@Z@0x0000aaee:0.587774
0x0002cb4c	0x132	pol20	0x00060d63	void advManager::ClearBottomView(void)	SOURCE/ADVMGR	0.970000	0.970000		instruction-sequence;alternate=buka21:?ClearBottomView@advManager@@QAEXXZ@0x0000ac4c:0.613154
0x0002cc7e	0x5bf	pol20	0x00060e95	int advManager::UpdBottomViewEnemyTurn(void)	SOURCE/ADVMGR	0.774654	0.171102	brcrest.icn|hourglas.icn|stonback.icn	shape=0.609;size=0.889;calls=0.857;strings=brcrest.icn|hourglas.icn|stonback.icn;alternate=buka21:?UpdBottomViewEnemyTurn@advManager@@QAEHXZ@0x0000ad72:0.738388
0x0002d23d	0x3e0	buka21	0x0000b2ad	?UpdBottomViewNewTurn@advManager@@QAEHXZ	SOURCE/ADVMGR	0.861364	0.145966	%s: %d|%s: %d  %s: %d|Month|Week|bigfont.fnt|smalfont.fnt|stonback.icn|sunmoon.icn	shape=0.778;size=0.910;calls=0.840;strings=%s: %d|%s: %d  %s: %d|bigfont.fnt;alternate=pol20:int advManager::UpdBottomViewNewTurn(void)@0x000613b0:0.840691
0x0002d61d	0x3fa	pol20	0x00061716	int advManager::UpdBottomViewResMsg(void)	SOURCE/ADVMGR	0.792129	0.119209	resource.icn|smalfont.fnt|stonback.icn	shape=0.686;size=0.848;calls=0.793;strings=resource.icn|smalfont.fnt|stonback.icn;alternate=buka21:?UpdBottomViewResMsg@advManager@@QAEHXZ@0x0000b634:0.790087
0x0002da17	0x3ce	pol20	0x00061a75	int advManager::UpdBottomViewKingdom(void)	SOURCE/ADVMGR	0.832527	0.131732	ressmall.icn|smalfont.fnt|stonback.icn	shape=0.736;size=0.890;calls=0.850;strings=ressmall.icn|smalfont.fnt|stonback.icn;alternate=buka21:?UpdBottomViewKingdom@advManager@@QAEHXZ@0x0000b9b8:0.769757
0x0002dde5	0x62c	pol20	0x00061dd8	int advManager::UpdBottomViewHero(void)	SOURCE/ADVMGR	0.670287	0.060948	mons32.icn|smalfont.fnt|smcrest.icn|stonback.icn	shape=0.422;size=0.893;calls=0.625;strings=mons32.icn|smalfont.fnt|stonback.icn;alternate=buka21:?UpdBottomViewHero@advManager@@QAEHXZ@0x0000bd33:0.635193
0x0002e411	0xd46	pol20	0x0006235b	void advManager::HeroQuickView(int, int, int, int)	SOURCE/ADVMGR	0.716424	0.029095	mons32.icn|qhero0.bin|qhero1.bin|smalfont.fnt	shape=0.411;size=0.994;calls=0.880;strings=mons32.icn|qhero0.bin|qhero1.bin;alternate=buka21:?TownQuickView@advManager@@QAEXHHHH@Z@0x0000d1f9:0.673251
0x0002f157	0xe2	pol20	0x0006308d	char * advManager::GetArmySizeName(int, int)	SOURCE/ADVMGR	0.542788	0.222118		shape=0.444;size=0.785;calls=1.000;alternate=buka21:?GetArmySizeName@advManager@@QAEPADHH@Z@0x0000d11d:0.463915
0x0002f239	0xc51	pol20	0x000631ad	void advManager::TownQuickView(int, int, int, int)	SOURCE/ADVMGR	0.731096	0.055028	None|Unknown|mons32.icn|qtown1.bin|smalfont.fnt	shape=0.426;size=0.987;calls=0.941;strings=None|Unknown|mons32.icn;alternate=buka21:?TownQuickView@advManager@@QAEXHHHH@Z@0x0000d1f9:0.675336
0x0002fe8a	0xe8	pol20	0x00063dd6	void advManager::RedrawAdvScreen(int, int)	SOURCE/ADVMGR	0.663640	0.055399	bord.bmp	shape=0.725;size=0.808;calls=0.909;alternate=buka21:?RedrawAdvScreen@advManager@@QAEXHH@Z@0x0000deca:0.562981
0x0002ff72	0x1f	pol20	0x000d40b0	void setGlobalCRC(unsigned int)	BASE/Bzip	0.970000	0.000000		instruction-sequence;alternate=buka21:?_JumpToContinuation@@YGXPAXPAUEHRegistrationNode@@@Z@0x000d6a49:0.429882
0x0002ff91	0x27	pol20	0x00063f14	void advManager::DeactivateCurrHero(void)	SOURCE/ADVMGR	0.970000	0.970000		instruction-sequence;alternate=buka21:?putSymbol@@YIXPAUModel@@HPAUBitStream@@@Z@0x000c77e0:0.424759
0x0002ffb8	0x59	pol20	0x00063f3b	void advManager::MobilizeCurrHero(int)	SOURCE/ADVMGR	0.783714	0.169946		shape=0.857;size=0.989;calls=1.000;alternate=buka21:?MobilizeCurrHero@advManager@@QAEXH@Z@0x0000dffa:0.511468
0x00030011	0x199	pol20	0x00063f95	void advManager::DemobilizeCurrHero(void)	SOURCE/ADVMGR	0.610326	0.069386		shape=0.590;size=0.890;calls=0.800;alternate=buka21:??0textEntryWidget@@QAE@FFFFFPAD0F0FFFFHH@Z@0x000d1d50:0.488822
0x000301aa	0x255	pol20	0x00064101	void advManager::SetTownContext(int)	SOURCE/ADVMGR	0.577707	0.076986		shape=0.470;size=0.896;calls=0.923;alternate=buka21:?SetTownContext@advManager@@QAEXH@Z@0x0000e186:0.489027
0x000303ff	0x3e6	pol20	0x00064318	void advManager::SetHeroContext(int, int)	SOURCE/ADVMGR	0.610103	0.076972		shape=0.530;size=0.916;calls=0.947;alternate=buka21:?SetHeroContext@advManager@@QAEXHH@Z@0x0000e374:0.499995
0x000307e5	0x290	pol20	0x000648d9	void advManager::DoTownKnob(void)	SOURCE/ADVMGR	0.558376	0.000000		shape=0.480;size=0.852;calls=0.867;alternate=buka21:?DoKnob@game@@QAEXXZ@0x0007c253:0.470772
0x00030a75	0x290	pol20	0x000648d9	void advManager::DoTownKnob(void)	SOURCE/ADVMGR	0.558376	0.000000		shape=0.480;size=0.852;calls=0.867;alternate=buka21:?DoKnob@game@@QAEXXZ@0x0007c253:0.470772
0x00030d05	0x3da	pol20	0x0006a1dd	void advManager::ViewPuzzle(void)	SOURCE/ADVMGR	0.761105	0.126493	advmice.mse|puzzle.icn|viewpuzl.bin	shape=0.617;size=0.807;calls=0.917;strings=advmice.mse|puzzle.icn|viewpuzl.bin;alternate=buka21:?ShowInfo@ExpCampaign@@QAEXHH@Z@0x000b3aba:0.641621
0x000310df	0x236	buka21	0x0000f085	?DimensionDoorHandler@@YIHAAUtag_message@@@Z	SOURCE/ADVMGR	0.457938	0.014890		shape=0.235;size=0.878;calls=0.750;alternate=pol20:void combatManager::ResetRound(void)@0x0002c47a:0.449351
0x00031315	0x1f2	pol20	0x00064b08	void advManager::CastSpell(int)	SOURCE/ADVMGR	0.552689	0.552689	Enemy Heroes are now fully identifiable.|Your hero is too tired to cast this spell today.  Try again tomorrow.	shape=0.386;size=0.542;calls=0.615;strings=Your hero is too tired to cast this spell today.  Try again tomorrow.;alternate=buka21:?SpellMessage@combatManager@@QAEXHH@Z@0x000994a8:0.408605
0x00031507	0x1127	pol20	0x0000126d	void SmackManagerMain(void)	SOURCE/SMACKMGR	0.597964	0.050033	advmice.mse|flag6.icn|ground6.icn|letters.icn|mtn6.icn|spheres.icn|town6.icn|tree6.icn|view-%02d.bin	shape=0.260;size=0.978;calls=0.552;strings=advmice.mse;alternate=buka21:?SmackManagerMain@@YIXXZ@0x00094769:0.595891
0x0003262e	0x41	pol20	0x000d4980	void dumpModelStats(struct Model *)	BASE/Bzip	0.656328	0.008183		shape=0.667;size=0.969;calls=0.667;alternate=buka21:__CallSettingFrame@12@0x000da300:0.501153
0x0003266f	0x321	pol20	0x000bc00e	void ExpCampaign::ShowInfo(int, int)	SOURCE/X_CAMPGN	0.705463	0.045094	advmice.mse|cpanel.bin	shape=0.405;size=0.964;calls=0.880;strings=advmice.mse;alternate=buka21:?ShowInfo@ExpCampaign@@QAEXHH@Z@0x000b3aba:0.657703
0x00032990	0x227	pol20	0x00095ebf	void UpdateCombatSystemOptions(int)	SOURCE/CMBTMGR	0.611395	0.119650		shape=0.535;size=0.889;calls=1.000;alternate=buka21:?UpdateCombatSystemOptions@@YIXH@Z@0x0002b346:0.522132
0x00032bb7	0x232	pol20	0x00064e9f	int SaveGame(void)	SOURCE/ADVMGR	0.786923	0.132033	*.CGM|*.GM*|.CGM|.GM%d|.\GAMES\|Game saved successfully.|advmice.mse	shape=0.586;size=0.956;calls=0.889;strings=.GM%d|.\GAMES\|Game saved successfully.;alternate=buka21:?SaveGame@@YIHXZ@0x0000edaf:0.731974
0x00032de9	0x54b	pol20	0x00069fc2	void ComputeAdvNetControl(void)	SOURCE/ADVMGR	0.358475	0.043318		shape=0.262;size=0.216;calls=1.000;alternate=buka21:?GetCategoryStats@@YIXHQAJQAC@Z@0x000ac127:0.270312
0x00033334	0xab	pol20	0x000650eb	void advManager::CheckCastSpell(void)	SOURCE/ADVMGR	0.893028	0.432029	advmice.mse	shape=0.816;size=0.971;calls=0.857;strings=advmice.mse;alternate=buka21:?CheckCastSpell@advManager@@QAEXXZ@0x0000effa:0.587490
0x000333df	0x213	pol20	0x0006a724	void advManager::AdvPanel(void)	SOURCE/ADVMGR	0.717783	0.004008	advmice.mse|apanel.bin	shape=0.588;size=0.776;calls=0.720;strings=advmice.mse|apanel.bin;alternate=buka21:?ControlPanel@advManager@@QAEHXZ@0x00014562:0.677640
0x000335f2	0x1d3	pol20	0x0006a9d0	int APanelHandler(struct tag_message &)	SOURCE/ADVMGR	0.633602	0.214836		shape=0.536;size=0.981;calls=1.000;alternate=buka21:?APanelHandler@@YIHAAUtag_message@@@Z@0x00014417:0.407751
0x000337c5	0x34b	pol20	0x00065191	int DimensionDoorHandler(struct tag_message &)	SOURCE/ADVMGR	0.619430	0.082640		shape=0.525;size=0.944;calls=1.000;alternate=buka21:?DimensionDoorHandler@@YIHAAUtag_message@@@Z@0x0000f085:0.481967
0x00033b10	0xaf6	pol20	0x000654ad	int advManager::ComboDraw(int, int, int)	SOURCE/ADVMGR	0.500135	0.072000		shape=0.513;size=0.621;calls=0.778;alternate=buka21:?DoAI@philAI@@QAEXH@Z@0x0007fd23:0.423249
0x00034606	0x3a	pol20	0x00066656	int advManager::ComboDraw(int)	SOURCE/ADVMGR	0.970000	0.970000		instruction-sequence;alternate=buka21:?DrawString@font@@QAEXPADHHH@Z@0x000c3a30:0.519719
0x00034640	0x2dd	pol20	0x0006668e	void advManager::SetEnvironmentOrigin(int, int, int)	SOURCE/ADVMGR	0.679617	0.228194		shape=0.736;size=0.890;calls=0.800;alternate=buka21:?SetEnvironmentOrigin@advManager@@QAEXHHH@Z@0x000105eb:0.577153
0x0003491d	0x69	pol20	0x000669c6	void advManager::CheckLoadSample(int)	SOURCE/ADVMGR	0.970000	0.970000	loop%04d.82M	instruction-sequence;alternate=buka21:?CheckLoadSample@advManager@@QAEXH@Z@0x000108a1:0.741786
0x00034986	0x251	pol20	0x00066ef0	void advManager::InsertSound(int, int, int, int)	SOURCE/ADVMGR	0.575300	0.080855		shape=0.468;size=0.961;calls=0.750;alternate=buka21:?InsertSound@advManager@@QAEXHHHH@Z@0x00010d39:0.476286
0x00034bd7	0x340	pol20	0x0006712a	void advManager::TeleportTo(class hero *, int, int, int, int)	SOURCE/ADVMGR	0.567397	0.006658		shape=0.546;size=0.801;calls=0.864;alternate=buka21:?SetHeroContext@advManager@@QAEXHH@Z@0x0000e374:0.528377
0x00034f17	0x246	pol20	0x00067539	void advManager::DimensionDoor(void)	SOURCE/ADVMGR	0.731528	0.731528	Dimension Door failed!!!|dimdoor.bin	shape=0.514;size=0.871;calls=0.867;strings=Dimension Door failed!!!|dimdoor.bin;alternate=buka21:?DimensionDoor@advManager@@QAEXXZ@0x00011313:0.671113
0x0003515d	0x2a6	pol20	0x0006785d	void advManager::TownGate(int)	SOURCE/ADVMGR	0.477377	0.010304	Nearest town occupied.  Town Gate Failed!!!|No available town.  Town Gate Failed!!!|Town Gate Failed!!!  You must be on land for this spell to work.	shape=0.513;size=0.624;calls=0.526;alternate=buka21:?Open@recruitUnit@@UAEHH@Z@0x0008c522:0.462867
0x00035403	0x51c	pol20	0x00067c9b	void advManager::SummonBoat(void)	SOURCE/ADVMGR	0.690306	0.690306	Summon Boat failed!!!	shape=0.404;size=0.901;calls=0.867;strings=Summon Boat failed!!!;alternate=buka21:?SummonBoat@advManager@@QAEXXZ@0x000119fd:0.502597
0x0003591f	0x31b	pol20	0x00068247	void advManager::ShowRoute(int, int, int)	SOURCE/ADVMGR	0.543579	0.011331		shape=0.545;size=0.641;calls=1.000;alternate=buka21:?Open@recruitUnit@@UAEHH@Z@0x0008c522:0.441612
0x00035c3a	0x106	pol20	0x00068720	void advManager::HideRoute(int, int, int)	SOURCE/ADVMGR	0.724021	0.197955		shape=0.733;size=0.996;calls=1.000;alternate=buka21:?HideRoute@advManager@@QAEXHHH@Z@0x00012397:0.524051
0x00035d40	0x91	pol20	0x00068827	void advManager::CheckDimHero(void)	SOURCE/ADVMGR	0.674802	0.127010		shape=0.628;size=0.972;calls=1.000;alternate=buka21:?ShowHeroesLogo@game@@QAEXXZ@0x0005be8a:0.466658
0x00035dd1	0x6e	pol20	0x000688b4	void advManager::CheckDimNextHeroBut(void)	SOURCE/ADVMGR	0.686653	0.110991		shape=0.656;size=0.973;calls=1.000;alternate=buka21:?CheckDimNextHeroBut@advManager@@QAEXXZ@0x000124d6:0.454682
0x00035e3f	0x152	pol20	0x0006891f	void advManager::SeedTo(int, int)	SOURCE/ADVMGR	0.711908	0.242412		shape=0.737;size=0.923;calls=1.000;alternate=buka21:?SeedTo@advManager@@QAEXHH@Z@0x00012533:0.530039
0x00035f91	0x4f	pol20	0x000a2565	void UpdateNormalDialog(char *)	SOURCE/KB	0.527006	0.011669		shape=0.615;size=0.699;calls=0.333;alternate=buka21:?UpdateNormalDialog@@YIXPAD@Z@0x00070d22:0.401175
0x00035fe0	0x1b6	pol20	0x00068ab6	void advManager::ScreenScroll(int, int)	SOURCE/ADVMGR	0.597622	0.111767		shape=0.472;size=0.963;calls=1.000;alternate=buka21:?ScreenScroll@advManager@@QAEXHH@Z@0x00012697:0.463708
0x00036196	0x1e1	pol20	0x00068c5c	void advManager::CheckScreenScroll(void)	SOURCE/ADVMGR	0.561229	0.065222		shape=0.420;size=0.921;calls=1.000;alternate=buka21:?CheckScreenScroll@advManager@@QAEXXZ@0x0001283f:0.475412
0x00036377	0xa3	pol20	0x00068e17	int advManager::MouseInScrollZone(void)	SOURCE/ADVMGR	0.559253	0.114493		shape=0.444;size=0.890;calls=1.000;alternate=buka21:?MouseInScrollZone@advManager@@QAEHXZ@0x000129ad:0.376012
0x0003641a	0x283	pol20	0x00068ea8	void advManager::SetInitialMapOrigin(void)	SOURCE/ADVMGR	0.574589	0.049172		shape=0.490;size=0.924;calls=0.778;alternate=buka21:?SetInitialMapOrigin@advManager@@QAEXXZ@0x00012a12:0.512925
0x0003669d	0x152	pol20	0x00069160	void advManager::LoadRemote(void)	SOURCE/ADVMGR	0.694889	0.108791	REMOTE.GAM|advmice.mse	shape=0.492;size=0.758;calls=0.923;strings=advmice.mse;alternate=buka21:?LoadRemote@advManager@@QAEXXZ@0x00012c7a:0.559158
0x000367ef	0x178	pol20	0x0006931e	char * advManager::CheckHandleNet(void)	SOURCE/ADVMGR	0.461281	0.030746	receive exit	shape=0.415;size=0.718;calls=0.692;alternate=buka21:?GetMap@game@@QAEXXZ@0x000754b0:0.411841
0x00036967	0xd4	pol20	0x0006952a	int advManager::CheckHandleNetPlayerWait(struct tag_message &, int)	SOURCE/ADVMGR	0.602502	0.093885		shape=0.484;size=0.967;calls=1.000;alternate=buka21:?WaitForOtherPlayer@@YIHXZ@0x0006bfcd:0.454827
0x00036a3b	0x1c2	pol20	0x000695f7	void advManager::TrimLoopingSounds(int)	SOURCE/ADVMGR	0.809465	0.283129		shape=0.933;size=0.959;calls=1.000;alternate=buka21:?TrimLoopingSounds@advManager@@QAEXH@Z@0x0001311c:0.593881
0x00036bfd	0xd0	pol20	0x000698a1	void advManager::EnableButtons(void)	SOURCE/ADVMGR	0.760336	0.000000		shape=0.815;size=0.977;calls=1.000;alternate=buka21:?EnableButtons@advManager@@QAEXXZ@0x0001339c:0.552534
0x00036ccd	0xd0	pol20	0x000698a1	void advManager::EnableButtons(void)	SOURCE/ADVMGR	0.760336	0.000000		shape=0.815;size=0.977;calls=1.000;alternate=buka21:?EnableButtons@advManager@@QAEXXZ@0x0001339c:0.552534
0x00036d9d	0x138	pol20	0x00069976	void advManager::SaveAdventureBorder(void)	SOURCE/ADVMGR	0.740788	0.023596		shape=0.783;size=0.960;calls=1.000;alternate=buka21:?SaveAdventureBorder@advManager@@QAEXXZ@0x00013464:0.567475
0x00036ed5	0x13b	pol20	0x00069abb	void advManager::DrawAdventureBorder(void)	SOURCE/ADVMGR	0.805773	0.125215		shape=0.932;size=0.978;calls=1.000;alternate=buka21:?DrawAdventureBorder@advManager@@QAEXXZ@0x000135a6:0.567997
0x00037010	0x1bd	pol20	0x000559cb	void swapManager::SwapMons(void)	SOURCE/SWAPMGR	0.431428	0.041458		shape=0.295;size=0.843;calls=0.333;alternate=buka21:?UpdBottomView@advManager@@QAEXHHH@Z@0x0000aaee:0.356261
0x000371cd	0x4b4	pol20	0x00047211	int philAI::EvaluateTownEvent(int, int, int, int, int *)	SOURCE/PHILAI	0.469524	0.004234		shape=0.204;size=0.945;calls=0.882;alternate=buka21:?SummonBoat@advManager@@QAEXXZ@0x000119fd:0.461087
0x00037681	0x2f6	pol20	0x0003dff6	void philAI::ValueOfBuyingHero(class town *, class hero *, int &, float &)	SOURCE/PHILAI	0.453561	0.001251		shape=0.228;size=0.910;calls=0.769;alternate=buka21:?Main@combatManager@@UAEHAAUtag_message@@@Z@0x0002b850:0.430878
0x00037977	0x63	pol20	0x00088607	void combatManager::ClearEffects(void)	SOURCE/SPELLAI	0.750706	0.092944		shape=0.800;size=0.971;calls=1.000;alternate=buka21:?ResetHitByCreature@combatManager@@QAEXXZ@0x0002a11a:0.460319
0x000379da	0x40	pol20	0x0008866d	void combatManager::NextPos(int *)	SOURCE/SPELLAI	0.970000	0.970000		instruction-sequence;alternate=buka21:?NextPos@combatManager@@QAEXPAH@Z@0x00097776:0.466562
0x00037a1a	0x87	pol20	0x000886ad	int combatManager::FirstArmy(int, int, int *)	SOURCE/SPELLAI	0.681732	0.132187		shape=0.733;size=0.839;calls=1.000;alternate=buka21:?FirstArmy@combatManager@@QAEHHHPAH@Z@0x000977b3:0.566857
0x00037aa1	0x273	pol20	0x0002159c	void combatManager::SpellMessage(int, int)	SOURCE/SPELLS	0.436276	0.066220		shape=0.275;size=0.871;calls=0.400;alternate=buka21:?SplitArmy@townManager@@QAEXXZ@0x000a84b7:0.351090
0x00037d14	0xf9	pol20	0x00032f54	void town::Deallocate(void)	SOURCE/TOWN	0.516664	0.064957		shape=0.410;size=0.748;calls=1.000;alternate=buka21:?Deallocate@town@@QAEXXZ@0x000a42d0:0.477543
0x00037e0d	0x503	pol20	0x000887c1	void combatManager::EffectSpellCure(int *, int, int, int)	SOURCE/SPELLAI	0.458792	0.000004		shape=0.252;size=0.824;calls=1.000;alternate=buka21:?SummonBoat@advManager@@QAEXXZ@0x000119fd:0.410762
